Frequency(Hz),Current_Fault,P2306001,P2306003,Eng Unit,P2305002,AMEC
2.84E+07,2.308975422,2.458030765,2.506198186,2.48E+00,2.56E+00,2.51E+00
2.84E+07,2.308966507,2.458351841,2.506428644,2.48E+00,2.56E+00,2.51E+00
2.84E+07,2.308928862,2.458668507,2.50661028,2.48E+00,2.56E+00,2.51E+00
2.84E+07,2.30889537,2.45900342,2.506853779,2.48E+00,2.56E+00,2.51E+00
2.84E+07,2.308883345,2.459314349,2.507069741,2.48E+00,2.56E+00,2.51E+00
2.84E+07,2.308859973,2.45961221,2.507239801,2.48E+00,2.56E+00,2.51E+00
2.84E+07,2.308832193,2.459995894,2.50743254,2.48E+00,2.56E+00,2.51E+00
2.84E+07,2.308820695,2.460280738,2.507673589,2.48E+00,2.56E+00,2.51E+00
2.84E+07,2.308799983,2.460592814,2.507840332,2.48E+00,2.56E+00,2.51E+00
2.84E+07,2.308786091,2.460918467,2.508032657,2.48E+00,2.56E+00,2.51E+00
2.84E+07,2.308763845,2.461287763,2.508235188,2.48E+00,2.56E+00,2.51E+00
2.84E+07,2.30873686,2.461574399,2.508419511,2.48E+00,2.56E+00,2.51E+00
2.84E+07,2.308731329,2.461908196,2.508606798,2.48E+00,2.56E+00,2.51E+00
2.84E+07,2.308681699,2.462199395,2.508816016,2.48E+00,2.56E+00,2.51E+00
2.84E+07,2.308687341,2.462555804,2.508981536,2.48E+00,2.56E+00,2.51E+00
2.84E+07,2.308640425,2.462848565,2.509206243,2.48E+00,2.56E+00,2.51E+00
2.84E+07,2.308627272,2.463197398,2.509399696,2.48E+00,2.56E+00,2.51E+00
2.84E+07,2.308603869,2.463519219,2.509574938,2.48E+00,2.56E+00,2.51E+00
2.84E+07,2.308578457,2.463827966,2.509788078,2.48E+00,2.56E+00,2.51E+00
2.84E+07,2.308566317,2.464150538,2.509953048,2.48E+00,2.56E+00,2.51E+00
2.84E+07,2.308520251,2.464449247,2.510161904,2.48E+00,2.56E+00,2.51E+00
2.84E+07,2.308506692,2.464786067,2.510331242,2.48E+00,2.56E+00,2.51E+00
2.84E+07,2.308483541,2.465063173,2.510520391,2.48E+00,2.56E+00,2.51E+00
2.84E+07,2.308460322,2.465390309,2.510693242,2.48E+00,2.56E+00,2.51E+00
2.84E+07,2.308443206,2.465715698,2.510863526,2.48E+00,2.56E+00,2.51E+00
2.84E+07,2.308420501,2.466029185,2.511083574,2.48E+00,2.56E+00,2.51E+00
2.85E+07,2.308387915,2.466357357,2.511234428,2.48E+00,2.56E+00,2.51E+00
2.85E+07,2.308363866,2.466637234,2.511415662,2.48E+00,2.56E+00,2.51E+00
2.85E+07,2.308336489,2.466945689,2.511642072,2.49E+00,2.56E+00,2.51E+00
2.85E+07,2.308304717,2.467284678,2.511826999,2.49E+00,2.56E+00,2.51E+00
2.85E+07,2.308304271,2.467581714,2.51200546,2.49E+00,2.56E+00,2.51E+00
2.85E+07,2.308281843,2.467873538,2.512141507,2.49E+00,2.56E+00,2.51E+00
2.85E+07,2.308260275,2.468176927,2.512356916,2.49E+00,2.56E+00,2.51E+00
2.85E+07,2.30823505,2.468492942,2.512543803,2.49E+00,2.56E+00,2.51E+00
2.85E+07,2.30820536,2.468801,2.512748164,2.49E+00,2.56E+00,2.51E+00
2.85E+07,2.308152421,2.469115752,2.512891807,2.49E+00,2.56E+00,2.51E+00
2.85E+07,2.308152076,2.469402841,2.513050095,2.49E+00,2.56E+00,2.51E+00
2.85E+07,2.308126408,2.469710951,2.51323984,2.49E+00,2.56E+00,2.51E+00
2.85E+07,2.308102783,2.470032309,2.513465999,2.49E+00,2.56E+00,2.51E+00
2.85E+07,2.308070678,2.470313552,2.513624157,2.49E+00,2.56E+00,2.51E+00
2.85E+07,2.308046471,2.470622342,2.513796384,2.49E+00,2.56E+00,2.51E+00
2.85E+07,2.308009222,2.470950737,2.51395365,2.49E+00,2.56E+00,2.51E+00
2.85E+07,2.308001447,2.471238168,2.514129141,2.49E+00,2.56E+00,2.51E+00
2.85E+07,2.307957069,2.47153662,2.514260285,2.49E+00,2.56E+00,2.51E+00
2.85E+07,2.307932166,2.471829911,2.514442462,2.49E+00,2.56E+00,2.51E+00
2.85E+07,2.307919776,2.47214306,2.514640707,2.49E+00,2.56E+00,2.51E+00
2.85E+07,2.30786346,2.472414739,2.514781446,2.49E+00,2.56E+00,2.51E+00
2.85E+07,2.307852086,2.472731756,2.514964135,2.49E+00,2.56E+00,2.51E+00
2.85E+07,2.307823386,2.473048018,2.515143628,2.49E+00,2.56E+00,2.51E+00
2.85E+07,2.307802622,2.473315665,2.515274503,2.49E+00,2.56E+00,2.51E+00
2.85E+07,2.307763836,2.473648868,2.515449142,2.49E+00,2.56E+00,2.51E+00
2.85E+07,2.307737528,2.473941049,2.515639795,2.49E+00,2.56E+00,2.52E+00
2.85E+07,2.307724619,2.474194573,2.51581004,2.49E+00,2.56E+00,2.52E+00
2.85E+07,2.307696357,2.474482476,2.515951279,2.49E+00,2.56E+00,2.52E+00
2.85E+07,2.307650592,2.474796567,2.516111656,2.49E+00,2.56E+00,2.52E+00
2.85E+07,2.307631418,2.475085435,2.516312159,2.49E+00,2.56E+00,2.52E+00
2.85E+07,2.307592741,2.475358269,2.516444344,2.49E+00,2.56E+00,2.52E+00
2.85E+07,2.307573312,2.475658355,2.516619611,2.49E+00,2.56E+00,2.52E+00
2.85E+07,2.307522358,2.475968421,2.516763898,2.49E+00,2.56E+00,2.52E+00
2.85E+07,2.307523831,2.476247782,2.516979743,2.49E+00,2.56E+00,2.52E+00
2.85E+07,2.30748621,2.476528292,2.517097946,2.49E+00,2.56E+00,2.52E+00
2.85E+07,2.307458587,2.476806098,2.517266172,2.49E+00,2.56E+00,2.52E+00
2.85E+07,2.307434173,2.477118257,2.517428444,2.49E+00,2.56E+00,2.52E+00
2.85E+07,2.307397058,2.477362546,2.517549869,2.49E+00,2.56E+00,2.52E+00
2.85E+07,2.307363417,2.477680079,2.517767111,2.49E+00,2.56E+00,2.52E+00
2.85E+07,2.30734853,2.477957156,2.517882008,2.49E+00,2.56E+00,2.52E+00
2.86E+07,2.307316784,2.4782154,2.518037876,2.49E+00,2.56E+00,2.52E+00
2.86E+07,2.307269187,2.478528551,2.518199556,2.49E+00,2.56E+00,2.52E+00
2.86E+07,2.307234868,2.47877496,2.518325028,2.49E+00,2.56E+00,2.52E+00
2.86E+07,2.307225062,2.479078839,2.518508037,2.49E+00,2.56E+00,2.52E+00
2.86E+07,2.307174465,2.47932021,2.518692916,2.49E+00,2.56E+00,2.52E+00
2.86E+07,2.307156833,2.479611135,2.518818112,2.49E+00,2.56E+00,2.52E+00
2.86E+07,2.307118347,2.479922777,2.51902083,2.49E+00,2.56E+00,2.52E+00
2.86E+07,2.30710306,2.480157387,2.519143347,2.49E+00,2.56E+00,2.52E+00
2.86E+07,2.3070758,2.48046706,2.519270218,2.49E+00,2.56E+00,2.52E+00
2.86E+07,2.30700371,2.480751441,2.519388219,2.49E+00,2.56E+00,2.52E+00
2.86E+07,2.307011797,2.481006896,2.519600139,2.49E+00,2.56E+00,2.52E+00
2.86E+07,2.30698391,2.481286919,2.519704209,2.49E+00,2.56E+00,2.52E+00
2.86E+07,2.306954478,2.48155239,2.519877087,2.50E+00,2.56E+00,2.52E+00
2.86E+07,2.306899925,2.481810648,2.520060959,2.50E+00,2.56E+00,2.52E+00
2.86E+07,2.306865079,2.482095015,2.520148627,2.50E+00,2.56E+00,2.52E+00
2.86E+07,2.306831184,2.482361956,2.520343157,2.50E+00,2.56E+00,2.52E+00
2.86E+07,2.306792852,2.482648377,2.52047764,2.50E+00,2.56E+00,2.52E+00
2.86E+07,2.306775831,2.482901671,2.520657972,2.50E+00,2.56E+00,2.52E+00
2.86E+07,2.306740328,2.483190295,2.520787829,2.50E+00,2.56E+00,2.52E+00
2.86E+07,2.306719833,2.483403355,2.520914304,2.50E+00,2.56E+00,2.52E+00
2.86E+07,2.306676619,2.483687592,2.521020754,2.50E+00,2.56E+00,2.52E+00
2.86E+07,2.306644615,2.483920381,2.521235007,2.50E+00,2.56E+00,2.52E+00
2.86E+07,2.306614483,2.484238297,2.521351419,2.50E+00,2.56E+00,2.52E+00
2.86E+07,2.306588569,2.484499128,2.52153189,2.50E+00,2.56E+00,2.52E+00
2.86E+07,2.306534983,2.484765989,2.521610757,2.50E+00,2.56E+00,2.52E+00
2.86E+07,2.306498178,2.485022094,2.521761417,2.50E+00,2.56E+00,2.52E+00
2.86E+07,2.306475319,2.48527831,2.52189336,2.50E+00,2.56E+00,2.52E+00
2.86E+07,2.306458352,2.485518288,2.522054513,2.50E+00,2.56E+00,2.52E+00
2.86E+07,2.306401327,2.485807157,2.522170366,2.50E+00,2.56E+00,2.52E+00
2.86E+07,2.306384525,2.486045926,2.522312561,2.50E+00,2.56E+00,2.52E+00
2.86E+07,2.306342189,2.486341335,2.522451746,2.50E+00,2.56E+00,2.52E+00
2.86E+07,2.306299695,2.486561619,2.522567938,2.50E+00,2.56E+00,2.52E+00
2.86E+07,2.30626796,2.486836744,2.522713726,2.50E+00,2.56E+00,2.52E+00
2.86E+07,2.306233601,2.487080695,2.522867877,2.50E+00,2.56E+00,2.52E+00
2.86E+07,2.306204525,2.487329774,2.522979179,2.50E+00,2.56E+00,2.52E+00
2.86E+07,2.306171433,2.487564533,2.523130298,2.50E+00,2.56E+00,2.52E+00
2.86E+07,2.306140239,2.487846821,2.523232706,2.50E+00,2.56E+00,2.52E+00
2.86E+07,2.30612223,2.488087897,2.523400256,2.50E+00,2.56E+00,2.52E+00
2.86E+07,2.306061973,2.48833551,2.523523941,2.50E+00,2.56E+00,2.52E+00
2.86E+07,2.306036002,2.488628569,2.523617819,2.50E+00,2.56E+00,2.52E+00
2.87E+07,2.305998907,2.488854251,2.523759663,2.50E+00,2.56E+00,2.52E+00
2.87E+07,2.30598053,2.489088945,2.523929615,2.50E+00,2.56E+00,2.52E+00
2.87E+07,2.305920297,2.489338431,2.524033814,2.50E+00,2.56E+00,2.52E+00
2.87E+07,2.305888639,2.489589686,2.524182513,2.50E+00,2.56E+00,2.52E+00
2.87E+07,2.305855908,2.48981383,2.524295522,2.50E+00,2.56E+00,2.52E+00
2.87E+07,2.305822673,2.49007235,2.524416543,2.50E+00,2.56E+00,2.52E+00
2.87E+07,2.305766373,2.49029992,2.524570401,2.50E+00,2.56E+00,2.52E+00
2.87E+07,2.305725117,2.490541974,2.524699642,2.50E+00,2.56E+00,2.52E+00
2.87E+07,2.305691639,2.490784953,2.524837152,2.50E+00,2.56E+00,2.52E+00
2.87E+07,2.305661234,2.491046261,2.524973911,2.50E+00,2.56E+00,2.52E+00
2.87E+07,2.305630408,2.491269513,2.525080433,2.50E+00,2.56E+00,2.52E+00
2.87E+07,2.305597736,2.491553658,2.525182288,2.50E+00,2.56E+00,2.52E+00
2.87E+07,2.305564555,2.491775865,2.525361038,2.50E+00,2.56E+00,2.52E+00
2.87E+07,2.305509434,2.492009213,2.525451896,2.50E+00,2.56E+00,2.52E+00
2.87E+07,2.305480789,2.492211395,2.525599206,2.50E+00,2.56E+00,2.52E+00
2.87E+07,2.305434888,2.492422819,2.525711372,2.50E+00,2.56E+00,2.52E+00
2.87E+07,2.30541366,2.492687804,2.525805191,2.50E+00,2.56E+00,2.52E+00
2.87E+07,2.305392417,2.492915975,2.525940719,2.50E+00,2.56E+00,2.52E+00
2.87E+07,2.305342567,2.493161264,2.52610999,2.50E+00,2.56E+00,2.52E+00
2.87E+07,2.305289481,2.493396286,2.526188386,2.50E+00,2.56E+00,2.53E+00
2.87E+07,2.305269348,2.493644302,2.526294894,2.50E+00,2.56E+00,2.53E+00
2.87E+07,2.305216913,2.49385346,2.526411493,2.50E+00,2.56E+00,2.53E+00
2.87E+07,2.305170509,2.49406429,2.526556362,2.50E+00,2.56E+00,2.53E+00
2.87E+07,2.305140046,2.494311305,2.526666851,2.50E+00,2.56E+00,2.53E+00
2.87E+07,2.305107177,2.494544318,2.526783457,2.50E+00,2.56E+00,2.53E+00
2.87E+07,2.305065646,2.494771867,2.526881569,2.50E+00,2.56E+00,2.53E+00
2.87E+07,2.305027803,2.494999806,2.527030835,2.50E+00,2.56E+00,2.53E+00
2.87E+07,2.304982509,2.495216963,2.527167792,2.50E+00,2.56E+00,2.53E+00
2.87E+07,2.304965304,2.495423208,2.527246002,2.50E+00,2.56E+00,2.53E+00
2.87E+07,2.304918798,2.495661597,2.527348918,2.50E+00,2.56E+00,2.53E+00
2.87E+07,2.304854808,2.495876195,2.527487672,2.50E+00,2.56E+00,2.53E+00
2.87E+07,2.304823308,2.496113825,2.527616932,2.50E+00,2.56E+00,2.53E+00
2.87E+07,2.30478639,2.496308128,2.527741281,2.50E+00,2.56E+00,2.53E+00
2.87E+07,2.304734273,2.496523713,2.527845146,2.50E+00,2.56E+00,2.53E+00
2.87E+07,2.304689519,2.496769083,2.527914021,2.50E+00,2.56E+00,2.53E+00
2.87E+07,2.304675342,2.496996529,2.528033882,2.50E+00,2.56E+00,2.53E+00
2.87E+07,2.304631172,2.497205408,2.528162494,2.51E+00,2.56E+00,2.53E+00
2.87E+07,2.304601351,2.497430205,2.528241394,2.51E+00,2.56E+00,2.53E+00
2.87E+07,2.304548072,2.497604013,2.528381149,2.51E+00,2.56E+00,2.53E+00
2.87E+07,2.304501865,2.497859844,2.528476107,2.51E+00,2.56E+00,2.53E+00
2.88E+07,2.304481648,2.498073822,2.528611661,2.51E+00,2.56E+00,2.53E+00
2.88E+07,2.304432781,2.498266457,2.528721995,2.51E+00,2.56E+00,2.53E+00
2.88E+07,2.304389371,2.498528011,2.528839841,2.51E+00,2.56E+00,2.53E+00
2.88E+07,2.304331451,2.49872338,2.52897188,2.51E+00,2.56E+00,2.53E+00
2.88E+07,2.304301105,2.498903137,2.52902111,2.51E+00,2.56E+00,2.53E+00
2.88E+07,2.304261377,2.499124784,2.529149226,2.51E+00,2.56E+00,2.53E+00
2.88E+07,2.304235523,2.499347436,2.529193686,2.51E+00,2.56E+00,2.53E+00
2.88E+07,2.304189327,2.499549728,2.52934358,2.51E+00,2.56E+00,2.53E+00
2.88E+07,2.304135547,2.499777413,2.529467755,2.51E+00,2.56E+00,2.53E+00
2.88E+07,2.30409817,2.499951766,2.529565141,2.51E+00,2.56E+00,2.53E+00
2.88E+07,2.304071868,2.500224064,2.529686851,2.51E+00,2.56E+00,2.53E+00
2.88E+07,2.304015429,2.500378115,2.529811608,2.51E+00,2.56E+00,2.53E+00
2.88E+07,2.303986121,2.500610848,2.529858905,2.51E+00,2.56E+00,2.53E+00
2.88E+07,2.303931697,2.500772548,2.530017238,2.51E+00,2.56E+00,2.53E+00
2.88E+07,2.303894248,2.500984281,2.530093045,2.51E+00,2.56E+00,2.53E+00
2.88E+07,2.303837556,2.501175896,2.530172304,2.51E+00,2.56E+00,2.53E+00
2.88E+07,2.303825131,2.50138313,2.530291963,2.51E+00,2.56E+00,2.53E+00
2.88E+07,2.303789401,2.50159229,2.530406714,2.51E+00,2.56E+00,2.53E+00
2.88E+07,2.303726187,2.501781684,2.530515052,2.51E+00,2.56E+00,2.53E+00
2.88E+07,2.303677855,2.501988373,2.530611986,2.51E+00,2.56E+00,2.53E+00
2.88E+07,2.303610604,2.502199668,2.530699325,2.51E+00,2.56E+00,2.53E+00
2.88E+07,2.303608599,2.502359103,2.530790995,2.51E+00,2.56E+00,2.53E+00
2.88E+07,2.303547112,2.50258426,2.5309017,2.51E+00,2.56E+00,2.53E+00
2.88E+07,2.303500544,2.502838101,2.530998029,2.51E+00,2.56E+00,2.53E+00
2.88E+07,2.303454404,2.502965539,2.531097045,2.51E+00,2.56E+00,2.53E+00
2.88E+07,2.303415825,2.503194106,2.531186579,2.51E+00,2.56E+00,2.53E+00
2.88E+07,2.303391492,2.5033751,2.531314395,2.51E+00,2.56E+00,2.53E+00
2.88E+07,2.303310272,2.503537753,2.531427381,2.51E+00,2.56E+00,2.53E+00
2.88E+07,2.303293264,2.503723447,2.531491413,2.51E+00,2.56E+00,2.53E+00
2.88E+07,2.303265774,2.503927945,2.531594077,2.51E+00,2.56E+00,2.53E+00
2.88E+07,2.303209616,2.504150456,2.531678627,2.51E+00,2.56E+00,2.53E+00
2.88E+07,2.303168272,2.50426138,2.531768894,2.51E+00,2.56E+00,2.53E+00
2.88E+07,2.303114289,2.50448457,2.531889473,2.51E+00,2.56E+00,2.53E+00
2.88E+07,2.303083326,2.504683979,2.531954554,2.51E+00,2.56E+00,2.53E+00
2.88E+07,2.303039437,2.504866993,2.53203455,2.51E+00,2.56E+00,2.53E+00
2.88E+07,2.302992792,2.505077167,2.532169508,2.51E+00,2.56E+00,2.53E+00
2.88E+07,2.302954203,2.505258216,2.532264749,2.51E+00,2.56E+00,2.53E+00
2.88E+07,2.302907255,2.505449224,2.532317813,2.51E+00,2.56E+00,2.53E+00
2.88E+07,2.302851846,2.505610794,2.532440686,2.51E+00,2.56E+00,2.53E+00
2.88E+07,2.302787058,2.50580183,2.532555098,2.51E+00,2.56E+00,2.53E+00
2.89E+07,2.302766047,2.505990671,2.532622568,2.51E+00,2.56E+00,2.53E+00
2.89E+07,2.302720826,2.506153663,2.532727309,2.51E+00,2.56E+00,2.53E+00
2.89E+07,2.302667022,2.506331467,2.532828626,2.51E+00,2.56E+00,2.53E+00
2.89E+07,2.302626581,2.506558065,2.532898732,2.51E+00,2.56E+00,2.53E+00
2.89E+07,2.302594307,2.506689585,2.53294866,2.51E+00,2.56E+00,2.53E+00
2.89E+07,2.302537348,2.506882063,2.533033346,2.51E+00,2.56E+00,2.53E+00
2.89E+07,2.302493888,2.507086329,2.533143193,2.51E+00,2.56E+00,2.53E+00
2.89E+07,2.302465355,2.507272169,2.533220086,2.51E+00,2.56E+00,2.53E+00
2.89E+07,2.302422219,2.507419826,2.533327515,2.51E+00,2.56E+00,2.53E+00
2.89E+07,2.302359505,2.507602973,2.533438986,2.51E+00,2.56E+00,2.53E+00
2.89E+07,2.302314208,2.507818224,2.533497844,2.51E+00,2.56E+00,2.53E+00
2.89E+07,2.302282012,2.507948295,2.533580568,2.51E+00,2.56E+00,2.53E+00
2.89E+07,2.302231028,2.508125909,2.533657558,2.51E+00,2.56E+00,2.53E+00
2.89E+07,2.302151326,2.508318546,2.533746244,2.51E+00,2.56E+00,2.53E+00
2.89E+07,2.302140566,2.508472119,2.533847507,2.51E+00,2.56E+00,2.53E+00
2.89E+07,2.302104494,2.508644939,2.533952609,2.51E+00,2.56E+00,2.53E+00
2.89E+07,2.302024085,2.508831502,2.534018942,2.51E+00,2.56E+00,2.53E+00
2.89E+07,2.301979337,2.509006642,2.534081418,2.51E+00,2.56E+00,2.53E+00
2.89E+07,2.301945435,2.509135661,2.534198032,2.51E+00,2.56E+00,2.53E+00
2.89E+07,2.301902865,2.509295644,2.534289819,2.51E+00,2.56E+00,2.53E+00
2.89E+07,2.301854433,2.509488486,2.534390629,2.51E+00,2.56E+00,2.53E+00
2.89E+07,2.301802057,2.509667956,2.534464886,2.51E+00,2.56E+00,2.53E+00
2.89E+07,2.301780829,2.509832561,2.534526494,2.51E+00,2.56E+00,2.53E+00
2.89E+07,2.301714334,2.509994291,2.534567821,2.51E+00,2.56E+00,2.53E+00
2.89E+07,2.301658477,2.51016707,2.534668212,2.51E+00,2.56E+00,2.53E+00
2.89E+07,2.301632817,2.510343506,2.534742137,2.51E+00,2.56E+00,2.53E+00
2.89E+07,2.301554367,2.510456744,2.534859737,2.51E+00,2.56E+00,2.53E+00
2.89E+07,2.301543957,2.510655603,2.53496702,2.51E+00,2.56E+00,2.53E+00
2.89E+07,2.301460546,2.510814832,2.535009754,2.51E+00,2.56E+00,2.53E+00
2.89E+07,2.30143191,2.510990212,2.535089053,2.51E+00,2.56E+00,2.53E+00
2.89E+07,2.301366967,2.511160914,2.535156635,2.51E+00,2.56E+00,2.53E+00
2.89E+07,2.301348827,2.51130422,2.535242796,2.51E+00,2.56E+00,2.53E+00
2.89E+07,2.301293824,2.511488742,2.535310248,2.51E+00,2.56E+00,2.53E+00
2.89E+07,2.301219307,2.511623294,2.535372128,2.51E+00,2.56E+00,2.53E+00
2.89E+07,2.301181997,2.511780601,2.535483966,2.51E+00,2.56E+00,2.53E+00
2.89E+07,2.301120612,2.511917355,2.53557914,2.51E+00,2.56E+00,2.53E+00
2.89E+07,2.301111768,2.512117599,2.535658728,2.51E+00,2.56E+00,2.53E+00
2.89E+07,2.301033576,2.512232178,2.535725802,2.51E+00,2.56E+00,2.53E+00
2.89E+07,2.300975642,2.512429454,2.535772532,2.51E+00,2.56E+00,2.53E+00
2.89E+07,2.300933472,2.51256699,2.535869684,2.51E+00,2.56E+00,2.53E+00
2.90E+07,2.300891206,2.512730082,2.535945651,2.51E+00,2.56E+00,2.53E+00
2.90E+07,2.300829362,2.512876676,2.536013682,2.51E+00,2.56E+00,2.53E+00
2.90E+07,2.300799546,2.513011409,2.536094258,2.51E+00,2.56E+00,2.53E+00
2.90E+07,2.300753723,2.513175404,2.536095011,2.51E+00,2.56E+00,2.53E+00
2.90E+07,2.300704439,2.513311505,2.536267135,2.51E+00,2.56E+00,2.53E+00
2.90E+07,2.300668272,2.513480046,2.536326847,2.51E+00,2.56E+00,2.53E+00
2.90E+07,2.300583407,2.513630928,2.536400334,2.51E+00,2.56E+00,2.53E+00
2.90E+07,2.300558502,2.513730259,2.536505063,2.52E+00,2.56E+00,2.53E+00
2.90E+07,2.300521938,2.513937115,2.53656884,2.52E+00,2.56E+00,2.53E+00
2.90E+07,2.300433448,2.514105159,2.536615497,2.52E+00,2.56E+00,2.53E+00
2.90E+07,2.300412735,2.514231599,2.5366951,2.52E+00,2.56E+00,2.53E+00
2.90E+07,2.300362021,2.514384827,2.536730696,2.52E+00,2.56E+00,2.53E+00
2.90E+07,2.300313479,2.514516757,2.536819585,2.52E+00,2.56E+00,2.53E+00
2.90E+07,2.300269526,2.51468435,2.536883114,2.52E+00,2.56E+00,2.53E+00
2.90E+07,2.30022399,2.51481766,2.536974942,2.52E+00,2.56E+00,2.53E+00
2.90E+07,2.300178982,2.514942162,2.537030944,2.52E+00,2.56E+00,2.53E+00
2.90E+07,2.300113244,2.515139149,2.537071554,2.52E+00,2.56E+00,2.54E+00
2.90E+07,2.300061389,2.515220491,2.537125863,2.52E+00,2.56E+00,2.54E+00
2.90E+07,2.300016129,2.515387335,2.537207522,2.52E+00,2.56E+00,2.54E+00
2.90E+07,2.299975519,2.515541411,2.537289713,2.52E+00,2.56E+00,2.54E+00
2.90E+07,2.299897501,2.515693619,2.537360564,2.52E+00,2.56E+00,2.54E+00
2.90E+07,2.299856397,2.515852295,2.53745566,2.52E+00,2.56E+00,2.54E+00
2.90E+07,2.299795163,2.51596654,2.537484826,2.52E+00,2.56E+00,2.54E+00
2.90E+07,2.299765625,2.51609309,2.53756498,2.52E+00,2.56E+00,2.54E+00
2.90E+07,2.2996962,2.516227886,2.537623764,2.52E+00,2.56E+00,2.54E+00
2.90E+07,2.299652548,2.516376287,2.53772297,2.52E+00,2.56E+00,2.54E+00
2.90E+07,2.299599859,2.516524263,2.537769433,2.52E+00,2.56E+00,2.54E+00
2.90E+07,2.299544873,2.5166482,2.537843506,2.52E+00,2.56E+00,2.54E+00
2.90E+07,2.29948915,2.516785061,2.537939592,2.52E+00,2.56E+00,2.54E+00
2.90E+07,2.29945001,2.516931117,2.537926567,2.52E+00,2.56E+00,2.54E+00
2.90E+07,2.299385843,2.517027812,2.538016664,2.52E+00,2.56E+00,2.54E+00
2.90E+07,2.299338161,2.517184811,2.538037411,2.52E+00,2.56E+00,2.54E+00
2.90E+07,2.299310201,2.517371505,2.53815237,2.52E+00,2.56E+00,2.54E+00
2.90E+07,2.299240759,2.517472123,2.538299619,2.52E+00,2.56E+00,2.54E+00
2.90E+07,2.299174922,2.517611158,2.538277756,2.52E+00,2.56E+00,2.54E+00
2.90E+07,2.299123369,2.517725869,2.538360379,2.52E+00,2.56E+00,2.54E+00
2.90E+07,2.299078059,2.517862371,2.538422643,2.52E+00,2.56E+00,2.54E+00
2.90E+07,2.299032659,2.51799606,2.538449926,2.52E+00,2.56E+00,2.54E+00
2.90E+07,2.298983737,2.518133607,2.53852088,2.52E+00,2.56E+00,2.54E+00
2.90E+07,2.298931826,2.518271104,2.538571753,2.52E+00,2.56E+00,2.54E+00
2.91E+07,2.298880161,2.518414407,2.538628146,2.52E+00,2.56E+00,2.54E+00
2.91E+07,2.298823059,2.518485775,2.538705358,2.52E+00,2.56E+00,2.54E+00
2.91E+07,2.298784071,2.518629289,2.538759585,2.52E+00,2.56E+00,2.54E+00
2.91E+07,2.298715284,2.518755038,2.538826858,2.52E+00,2.56E+00,2.54E+00
2.91E+07,2.298641431,2.518889914,2.538900899,2.52E+00,2.56E+00,2.54E+00
2.91E+07,2.298621714,2.519024407,2.538985441,2.52E+00,2.56E+00,2.54E+00
2.91E+07,2.298556731,2.519173681,2.539023314,2.52E+00,2.56E+00,2.54E+00
2.91E+07,2.298512179,2.51926965,2.539097226,2.52E+00,2.56E+00,2.54E+00
2.91E+07,2.29844801,2.519410277,2.539134695,2.52E+00,2.56E+00,2.54E+00
2.91E+07,2.298398023,2.519530676,2.539213534,2.52E+00,2.56E+00,2.54E+00
2.91E+07,2.298347424,2.519645586,2.539255112,2.52E+00,2.56E+00,2.54E+00
2.91E+07,2.298317675,2.519770996,2.539306786,2.52E+00,2.56E+00,2.54E+00
2.91E+07,2.298236985,2.519941668,2.539367268,2.52E+00,2.56E+00,2.54E+00
2.91E+07,2.298185476,2.520035205,2.539439847,2.52E+00,2.56E+00,2.54E+00
2.91E+07,2.29813113,2.520139396,2.539497715,2.52E+00,2.56E+00,2.54E+00
2.91E+07,2.298094586,2.520269484,2.539512433,2.52E+00,2.56E+00,2.54E+00
2.91E+07,2.298031444,2.52038256,2.539577712,2.52E+00,2.56E+00,2.54E+00
2.91E+07,2.29798859,2.520469314,2.539646697,2.52E+00,2.56E+00,2.54E+00
2.91E+07,2.297926892,2.520648708,2.539723949,2.52E+00,2.56E+00,2.54E+00
2.91E+07,2.297889023,2.520742397,2.539769136,2.52E+00,2.56E+00,2.54E+00
2.91E+07,2.297821533,2.520853639,2.539836778,2.52E+00,2.56E+00,2.54E+00
2.91E+07,2.297774154,2.520996564,2.539841707,2.52E+00,2.56E+00,2.54E+00
2.91E+07,2.297721006,2.521063816,2.539944967,2.52E+00,2.56E+00,2.54E+00
2.91E+07,2.297657449,2.521223881,2.539991083,2.52E+00,2.56E+00,2.54E+00
2.91E+07,2.297596937,2.521373176,2.540062354,2.52E+00,2.56E+00,2.54E+00
2.91E+07,2.297559457,2.521414435,2.54005401,2.52E+00,2.56E+00,2.54E+00
2.91E+07,2.297513288,2.52154176,2.540124516,2.52E+00,2.56E+00,2.54E+00
2.91E+07,2.297429221,2.521677222,2.540182993,2.52E+00,2.56E+00,2.54E+00
2.91E+07,2.297385308,2.521792515,2.540238022,2.52E+00,2.56E+00,2.54E+00
2.91E+07,2.297329044,2.521898704,2.540314059,2.52E+00,2.56E+00,2.54E+00
2.91E+07,2.29727751,2.521995287,2.54031418,2.52E+00,2.56E+00,2.54E+00
2.91E+07,2.297215355,2.522160076,2.54038775,2.52E+00,2.56E+00,2.54E+00
2.91E+07,2.297168014,2.52227132,2.540483144,2.52E+00,2.56E+00,2.54E+00
2.91E+07,2.297105094,2.522360653,2.540501815,2.52E+00,2.56E+00,2.54E+00
2.91E+07,2.297054668,2.522462087,2.540579405,2.52E+00,2.56E+00,2.54E+00
2.91E+07,2.296999316,2.522594183,2.540585743,2.52E+00,2.56E+00,2.54E+00
2.91E+07,2.296959574,2.522661575,2.540680793,2.52E+00,2.56E+00,2.54E+00
